#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
E.coli and Shigella	SI-NP059		PDT000502560.1	2019-05-15T19:51:45Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077682	PDG000000004.2285	Escherichia coli	GCA_005396765.1			espI=COMPLETE,espX1=PARTIAL_END_OF_CONTIG,fdeC=COMPLETE,iha=PARTIAL_END_OF_CONTIG,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2b=COMPLETE,stxB2b=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		49555	251	4993301						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIA	BGIA00000000.1
E.coli and Shigella	SI-P002		PDT000502561.1	2019-05-15T19:52:11Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMD00077683	PDG000000004.2285	Escherichia coli	GCA_005396785.1			eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espF=COMPLETE,espI=COMPLETE,espP=COMPLETE,espX1=PARTIAL,nleC=PARTIAL,sslE=HMM,tir=COMPLETE	2014	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		67967	281	5183416						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGIB	BGIB00000000.1
E.coli and Shigella	SI-P004		PDT000502562.1	2019-05-15T19:52:33Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077684	PDG000000004.2285	Escherichia coli	GCA_005396805.1			espX1=PARTIAL,fdeC=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2c=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		88004	169	5213037						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIC	BGIC00000000.1
E.coli and Shigella	SI-P006		PDT000502563.1	2019-05-15T19:53:11Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMD00077685	PDG000000004.2285	Escherichia coli	GCA_005396825.1			cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB2=COMPLETE,nleB=PARTIAL_END_OF_CONTIG,nleC=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxB1a=COMPLETE,tir=COMPLETE	2014	merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		93984	327	5740406						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGID	BGID00000000.1
E.coli and Shigella	SI-P010		PDT000502564.1	2019-05-15T19:53:35Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,aph(6)-Id=PARTIAL,blaEC=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,bleO=COMPLETE,mcr-3.1=COMPLETE,sul2=COMPLETE	SAMD00077686	PDG000000004.2285	Escherichia coli	GCA_005396845.1			bmaE=COMPLETE,cdtB=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,lpfA=COMPLETE,stxA1a=COMPLETE,stxB1a=PARTIAL	2014	pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		91737	156	5455433						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,aph(6)-Id=PARTIAL,blaEC=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,bleO=COMPLETE,mcr-3.1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE	Platanus v. 1.2.2			562	BGIE	BGIE00000000.1
E.coli and Shigella	SI-P015		PDT000502567.1	2019-05-15T19:55:06Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(3')-Ia=PARTIAL,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMD00077689	PDG000000004.2285	Escherichia coli	GCA_005396905.1			cif=COMPLETE,eae=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,sslE=HMM,tir=COMPLETE	2014	merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=HMM,merR=COMPLETE,merT=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		114340	179	5354542						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=PARTIAL,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGIH	BGIH00000000.1
E.coli and Shigella	SI-P019		PDT000502568.1	2019-05-15T19:55:32Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(A)=PARTIAL	SAMD00077690	PDG000000004.2285	Escherichia coli	GCA_005396925.1			espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2c=COMPLETE,stxB2a=COMPLETE	2014	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		79157	310	5559890						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=PARTIAL	Platanus v. 1.2.2			562	BGII	BGII00000000.1
E.coli and Shigella	SI-P021		PDT000502569.1	2019-05-15T19:55:57Z	Japan		environmental/other				Bos taurus	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE	SAMD00077691	PDG000000004.2285	Escherichia coli	GCA_005396945.1			eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espI=COMPLETE,espP=COMPLETE,espX1=PARTIAL,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,sslE=HMM,tir=COMPLETE	2014	pcoA=COMPLETE,pcoB=PARTIAL,pcoC=COMPLETE,pcoD=PARTIAL,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=PARTIAL,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		104939	195	5176745						562		Scaffold	acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGIJ	BGIJ00000000.1
E.coli and Shigella	SI-P024		PDT000502570.1	2019-05-15T19:56:22Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077692	PDG000000004.2285	Escherichia coli	GCA_005396965.1			fdeC=COMPLETE,ibeA=COMPLETE,iss=COMPLETE,sinH=HMM,sslE=COMPLETE,vactox=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		203428	58	4816942						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE	Platanus v. 1.2.2			562	BGIK	BGIK00000000.1
E.coli and Shigella	SI-P027		PDT000502572.1	2019-05-15T19:57:26Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077694	PDG000000004.2285	Escherichia coli	GCA_005397005.1			cif=COMPLETE,eae=COMPLETE,espA=COMPLETE,espB=COMPLETE,espJ=COMPLETE,espX1=PARTIAL,fdeC=PARTIAL,lpfA=COMPLETE,nleB=COMPLETE,sslE=HMM,tir=COMPLETE	2014	ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		154230	123	5004603						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIM	BGIM00000000.1
E.coli and Shigella	SI-P030		PDT000502573.1	2019-05-15T19:58:02Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077695	PDG000000004.2285	Escherichia coli	GCA_005397025.1			ehxA=COMPLETE,epeA=PARTIAL_END_OF_CONTIG,espP=PARTIAL_END_OF_CONTIG,espX1=COMPLETE,fdeC=COMPLETE,iha=PARTIAL_END_OF_CONTIG,iss=COMPLETE,lpfA=COMPLETE,saa=PARTIAL_END_OF_CONTIG,sslE=HMM,stxA2a=COMPLETE,stxB2a=COMPLETE,subA=COMPLETE,subB=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		150462	120	5009313						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIN	BGIN00000000.1
E.coli and Shigella	SI-P036		PDT000502574.1	2019-05-15T19:58:39Z	Japan		environmental/other				Bos taurus	aadA1=COMPLETE,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	SAMD00077696	PDG000000004.2285	Escherichia coli	GCA_005397045.1			cif=COMPLETE,cvaC=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espI=COMPLETE,espJ=COMPLETE,espP=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,mchF=PARTIAL_END_OF_CONTIG,nleA=COMPLETE,nleB=COMPLETE,nleC=PARTIAL,sslE=HMM,tir=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2014	merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=PARTIAL,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		80360	311	5751882						562		Scaffold	aadA1=COMPLETE,acrF=PARTIAL,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGIO	BGIO00000000.1
E.coli and Shigella	SI-P038		PDT000502575.1	2019-05-15T19:59:17Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE,mcr-1.1=COMPLETE	SAMD00077697	PDG000000004.2285	Escherichia coli	GCA_005397065.1			air=MISTRANSLATION,eilA=COMPLETE,fdeC=COMPLETE,hlyA-alpha=COMPLETE,lpfA1=PARTIAL,lpfA=COMPLETE,sslE=HMM,stxA1c=COMPLETE,stxB1c=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		66171	222	5217973						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,emrD=COMPLETE,mcr-1.1=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIP	BGIP00000000.1
E.coli and Shigella	SI-P042		PDT000502577.1	2019-05-15T20:00:26Z	Japan		environmental/other				Bos taurus	aac(3)-IId=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Ic=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,bleO=COMPLETE,mcr-3.1=COMPLETE,sul2=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	SAMD00077699	PDG000000004.2285	Escherichia coli	GCA_005397105.1			cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleA=PARTIAL,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxB1a=COMPLETE,tir=COMPLETE,toxB=PARTIAL_END_OF_CONTIG,ybtP=COMPLETE,ybtQ=COMPLETE	2014	pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		59951	464	6070014						562		Scaffold	aac(3)-IId=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Ic=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,bleO=COMPLETE,mcr-3.1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	Platanus v. 1.2.2			562	BGIR	BGIR00000000.1
E.coli and Shigella	SI-P044		PDT000502578.1	2019-05-15T20:01:06Z	Japan		environmental/other				Bos taurus	aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,erm(B)=COMPLETE,mph(A)=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	SAMD00077700	PDG000000004.2285	Escherichia coli	GCA_005397125.1			espX1=PARTIAL_END_OF_CONTIG,fdeC=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2d=COMPLETE,stxB2c=COMPLETE	2014	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		66941	271	5545181						562		Scaffold	aac(3)-IId=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,erm(B)=COMPLETE,mdtM=COMPLETE,mph(A)=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	Platanus v. 1.2.2			562	BGIS	BGIS00000000.1
E.coli and Shigella	SI-P045		PDT000502579.1	2019-05-15T20:01:52Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077701	PDG000000004.2285	Escherichia coli	GCA_005397145.1			ehxA=COMPLETE,espP=PARTIAL_END_OF_CONTIG,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE,subA=COMPLETE,subB=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		81902	147	4991772						562		Scaffold	acrF=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIT	BGIT00000000.1
E.coli and Shigella	SI-P046		PDT000502580.1	2019-05-15T20:02:29Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077702	PDG000000004.2285	Escherichia coli	GCA_005397165.1			cdtB=COMPLETE,cvaC=COMPLETE,ehxA=COMPLETE,epeA=PARTIAL_END_OF_CONTIG,espP=PARTIAL_END_OF_CONTIG,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,mchF=COMPLETE,saa=PARTIAL_END_OF_CONTIG,sslE=HMM,stxA2a=COMPLETE,stxA2d=COMPLETE,stxB2a=COMPLETE,stxB2c=COMPLETE,subA=COMPLETE,subB=COMPLETE	2014	ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		197060	101	5142913						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIU	BGIU00000000.1
E.coli and Shigella	SI-P051		PDT000502581.1	2019-05-15T20:02:59Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077703	PDG000000004.2285	Escherichia coli	GCA_005397185.1			eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espJ=PARTIAL,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,sslE=HMM,tccP=PARTIAL,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE	2014	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		62606	265	5277214						562		Scaffold	blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIV	BGIV00000000.1
E.coli and Shigella	SI-P055		PDT000502582.1	2019-05-15T20:03:36Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077704	PDG000000004.2285	Escherichia coli	GCA_005397205.1			cif=COMPLETE,eae=COMPLETE,espA=COMPLETE,espB=COMPLETE,espJ=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,lpfA=COMPLETE,nleB=COMPLETE,sslE=HMM,tir=COMPLETE	2014	ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		73827	179	5106311						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIW	BGIW00000000.1
E.coli and Shigella	SI-P063		PDT000502584.1	2019-05-15T20:05:01Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077706	PDG000000004.2285	Escherichia coli	GCA_005397245.1			espI=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA2d=COMPLETE,stxB2d=COMPLETE,subA=COMPLETE,subB=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		136886	137	5227259						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIY	BGIY00000000.1
E.coli and Shigella	SI-P065		PDT000502585.1	2019-05-15T20:05:41Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077707	PDG000000004.2285	Escherichia coli	GCA_005397265.1			cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,sslE=HMM,tir=COMPLETE	2014	ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		72832	215	5205973						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGIZ	BGIZ00000000.1
E.coli and Shigella	SI-P066		PDT000502586.1	2019-05-15T20:06:23Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077708	PDG000000004.2285	Escherichia coli	GCA_005397285.1			ehxA=COMPLETE,espP=COMPLETE,espX1=PARTIAL_END_OF_CONTIG,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,saa=PARTIAL_END_OF_CONTIG,sslE=HMM,stxA1a=COMPLETE,stxA2a=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		52955	218	5049695						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGJA	BGJA00000000.1
E.coli and Shigella	SI-P067		PDT000502587.1	2019-05-15T20:07:15Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE,tet(A)=COMPLETE	SAMD00077709	PDG000000004.2285	Escherichia coli	GCA_005397305.1			cif=COMPLETE,eae=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espJ=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,nleB2=COMPLETE,nleB=PARTIAL,tir=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		43910	272	4797223						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE	Platanus v. 1.2.2			562	BGJB	BGJB00000000.1
E.coli and Shigella	SI-P068		PDT000502588.1	2019-05-15T20:07:57Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077710	PDG000000004.2285	Escherichia coli	GCA_005397325.1			cif=COMPLETE,eae=COMPLETE,efa1=PARTIAL_END_OF_CONTIG,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=PARTIAL_END_OF_CONTIG,espX1=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB2=PARTIAL,nleB2=PARTIAL_END_OF_CONTIG,nleB=COMPLETE,sslE=HMM,tir=COMPLETE	2014			3.8.4	2020-05-04.1	COMBINED	PRJDB5579		57511	269	5237448						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGJC	BGJC00000000.1
E.coli and Shigella	SI-P075		PDT000502589.1	2019-05-15T20:08:37Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077711	PDG000000004.2285	Escherichia coli	GCA_005397345.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,sslE=HMM,tir=COMPLETE	2014	ymgB=PARTIAL		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		50070	282	4999152						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGJD	BGJD00000000.1
E.coli and Shigella	SI-P076		PDT000502590.1	2019-05-15T20:09:24Z	Japan		environmental/other				Bos taurus	blaEC=COMPLETE	SAMD00077712	PDG000000004.2285	Escherichia coli	GCA_005397365.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,ehxA=PARTIAL_END_OF_CONTIG,epeA=PARTIAL_END_OF_CONTIG,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espJ=PARTIAL_END_OF_CONTIG,espK=COMPLETE,espP=COMPLETE,espX1=PARTIAL_END_OF_CONTIG,fdeC=COMPLETE,iha=PARTIAL_END_OF_CONTIG,iss=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,sslE=HMM,stxA2a=COMPLETE,stxB2a=COMPLETE,subA=COMPLETE,subB=COMPLETE,tir=COMPLETE	2014	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		29490	918	5779618						562		Scaffold	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGJE	BGJE00000000.1
E.coli and Shigella	SI-P077		PDT000502591.1	2019-05-15T20:10:14Z	Japan		environmental/other				Bos taurus	blaEC=MISTRANSLATION	SAMD00077713	PDG000000004.2285	Escherichia coli	GCA_005397385.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,nleB2=COMPLETE,nleC=COMPLETE,tir=COMPLETE,toxB=PARTIAL_END_OF_CONTIG	2014	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-05-04.1	COMBINED	PRJDB5579		62355	282	5295514						562		Scaffold	blaEC=MISTRANSLATION,mdtM=COMPLETE	Platanus v. 1.2.2			562	BGJF	BGJF00000000.1
